Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,MACD,Signal_Line,RSI_14,BB_Upper,BB_Lower
2008-11-05,10120.01,10945.41,10051.52,10931.17,53400,10374.58,12527.2,-783.03,-931.09,40.29,12224.51,8524.66
2008-11-06,9734.22,10109.45,9635.22,9755.03,49400,10271.21,12437.01,-755.56,-895.98,42.02,12013.27,8529.15
2008-11-07,9964.29,10065.37,9631.59,9631.59,42000,10184.66,12348.27,-707.07,-858.2,45.42,11795.92,8573.41
2008-11-10,10536.16,10570.58,10095.9,10154.56,45400,10145.05,12269.98,-615.4,-809.64,54.18,11674.82,8615.29
2008-11-11,9839.69,10397.36,9800.67,10386.45,63600,10110.64,12177.13,-592.13,-766.14,47.32,11635.1,8586.19
2008-11-12,9536.33,9928.6,9376.73,9683.75,52400,10022.01,12081.92,-591.35,-731.18,41.8,11456.57,8587.45
2008-11-14,9385.42,9826.25,9267.49,9784.85,46200,9917.11,11988.67,-596.04,-704.15,44.09,11200.59,8633.63
2008-11-17,9291.01,9424.25,8956.68,9396.93,41800,9841.2,11883.2,-600.45,-683.41,46.2,11081.4,8601.01
2008-11-18,8937.2,9169.05,8871.71,9084.12,41000,9758.99,11771.97,-625.29,-671.79,52.1,11010.5,8507.47
2008-11-19,8773.78,9236.27,8726.8,8970.67,42600,9698.91,11646.45,-650.66,-667.56,52.37,11020.12,8377.7
2008-11-20,8451.01,8540.46,8316.39,8400.88,40000,9610.31,11517.49,-688.87,-671.82,44.47,11018.33,8202.28
2008-11-21,8915.21,8988.03,8442.31,8481.02,59200,9521.9,11406.11,-673.92,-672.24,41.43,10866.85,8176.94
2008-11-24,8903.12,9042.02,8701.93,8840.53,43800,9458.56,11285.28,-655.5,-668.89,34.25,10794.31,8122.81
2008-11-25,8695.53,9182.8,8649.4,9170.28,41600,9404.75,11161.17,-650.15,-665.15,28.34,10773.68,8035.82
2008-11-26,9026.72,9061.72,8658.53,8806.02,44600,9421.03,11048.45,-612.14,-654.54,37.25,10762.18,8079.88
2008-11-28,9092.72,9157.62,8889.18,8889.18,34000,9450.19,10943.82,-570.11,-637.66,41.92,10731.94,8168.43
2008-12-01,8839.87,9326.68,8803.34,9162.94,45200,9439.96,10840.6,-550.86,-620.3,35.91,10738.51,8141.41
2008-12-02,8739.24,8785.04,8467.43,8535.83,41000,9387.52,10744.76,-537.52,-603.74,24.47,10711.34,8063.69
2008-12-03,8747.43,8854.81,8601.41,8851.22,52400,9308.0,10649.34,-520.3,-587.05,30.71,10581.61,8034.4
2008-12-04,9229.75,9245.06,8726.71,8779.02,55200,9237.94,10568.67,-462.4,-562.12,44.91,10348.85,8127.02
2008-12-05,8965.2,9340.69,8914.38,9172.58,53000,9180.2,10481.66,-432.87,-536.27,43.27,10215.55,8144.84
2008-12-08,9162.62,9432.11,9095.7,9276.89,50200,9151.62,10384.07,-389.05,-506.83,48.01,10153.6,8149.63
2008-12-10,9654.9,9678.7,9280.16,9349.53,65000,9136.15,10297.27,-311.02,-467.66,60.66,10093.87,8178.42
2008-12-11,9645.46,9746.01,9441.97,9679.32,68800,9091.61,10218.77,-247.09,-423.55,63.57,9833.81,8349.41
2008-12-12,9690.07,9745.51,9281.89,9370.87,6400,9084.13,10138.72,-190.63,-376.96,71.12,9797.02,8371.24
2008-12-15,9832.39,9948.33,9749.29,9821.85,47000,9098.93,10064.43,-132.86,-328.14,67.56,9861.9,8335.97
2008-12-16,9976.98,10009.21,9790.31,9794.48,41000,9128.51,10001.92,-74.56,-277.43,69.57,9979.07,8277.95
2008-12-17,9715.29,10073.1,9682.91,10073.1,75800,9149.72,9944.31,-48.91,-231.72,68.22,10037.69,8261.75
2008-12-18,10076.43,10110.34,9633.04,9710.2,69200,9206.69,9888.63,0.56,-185.27,68.56,10179.37,8234.0
2008-12-19,10099.91,10188.54,9987.42,10001.33,59600,9272.99,9829.52,41.18,-139.98,68.08,10300.67,8245.32
2008-12-22,9928.35,10173.34,9895.55,10102.42,39000,9346.86,9777.56,58.85,-100.21,70.13,10337.48,8356.24
2008-12-23,9686.75,9838.38,9643.56,9813.2,52600,9385.44,9735.26,52.75,-69.62,66.65,10365.31,8405.56
2008-12-24,9568.72,9653.42,9502.53,9626.07,68800,9418.72,9692.73,37.96,-48.11,63.9,10374.53,8462.9
2008-12-26,9328.92,9706.38,9294.98,9655.07,43000,9450.39,9652.74,6.8,-37.12,51.83,10345.35,8555.43
2008-12-29,9533.52,9550.4,9162.66,9318.86,65800,9475.73,9632.85,-1.36,-29.97,60.71,10348.61,8602.85
2008-12-30,9716.16,9785.04,9494.7,9625.13,56600,9506.9,9601.0,6.83,-22.61,60.49,10366.62,8647.18
2008-12-31,9647.31,9825.9,9587.92,9806.64,63800,9547.27,9564.27,7.67,-16.56,49.83,10348.98,8745.56
2009-01-02,9958.22,10070.28,9863.86,9973.06,51600,9608.22,9547.26,33.05,-6.63,56.22,10332.92,8883.52
2009-01-05,10275.6,10306.17,10069.11,10124.92,51200,9684.63,9541.14,77.87,10.27,60.5,10346.73,9022.52
2009-01-06,10335.93,10392.12,10150.68,10241.51,55600,9739.94,9548.35,116.92,31.6,59.3,10426.41,9053.46
2009-01-07,9586.88,10469.72,9510.15,10424.96,217600,9771.02,9535.63,86.42,42.56,44.11,10359.03,9183.01
2009-01-09,9406.47,9630.4,9250.82,9434.85,158200,9783.21,9510.09,47.15,43.48,45.22,10326.51,9239.91
2009-01-12,9110.05,9327.3,9024.45,9306.74,98000,9755.97,9488.89,-7.8,33.22,34.73,10375.64,9136.3
2009-01-13,9071.36,9261.0,8992.92,9042.36,45200,9727.27,9474.88,-53.85,15.81,33.83,10417.64,9036.89
2009-01-14,9370.49,9412.97,9071.36,9223.16,32000,9711.29,9488.27,-65.45,-0.44,41.57,10419.84,9002.73
2009-01-15,9046.74,9123.78,8946.62,9000.62,37600,9672.0,9499.02,-99.62,-20.28,40.56,10437.14,8906.87
2009-01-16,9323.59,9342.47,9125.65,9125.65,35400,9639.33,9504.6,-103.17,-36.86,46.55,10405.44,8873.23
2009-01-19,9329.57,9409.51,9273.47,9365.04,30000,9620.05,9495.43,-104.3,-50.35,50.01,10397.44,8842.66
2009-01-20,9100.55,9159.76,9033.55,9159.76,31200,9571.25,9470.69,-122.27,-64.73,43.52,10350.54,8791.97
2009-01-21,8779.17,9051.31,8734.93,8900.78,32400,9505.22,9433.65,-160.59,-83.9,36.53,10318.95,8691.48
2009-01-22,8813.84,8927.69,8699.32,8905.97,39200,9449.49,9407.52,-186.02,-104.33,37.9,10293.31,8605.67
2009-01-23,8674.35,8858.84,8631.6,8804.15,44000,9398.87,9386.33,-214.95,-126.45,30.38,10302.13,8495.61
2009-01-27,9004.08,9021.97,8791.58,8803.07,34200,9370.64,9367.12,-208.86,-142.93,30.65,10286.75,8454.53
2009-01-28,9257.47,9270.75,9053.8,9077.65,39800,9367.07,9341.55,-181.49,-150.64,34.5,10284.42,8449.71
2009-01-29,9236.28,9379.68,9164.96,9340.59,38800,9352.21,9329.48,-159.68,-152.45,43.63,10267.84,8436.57
2009-01-30,9424.24,9438.31,9088.15,9111.12,48000,9337.61,9327.24,-125.77,-147.12,50.32,10237.99,8437.23
2009-02-02,9066.7,9363.58,9048.97,9363.58,39800,9308.58,9320.86,-126.3,-142.95,49.23,10204.35,8412.81
2009-02-03,9149.3,9302.25,9040.56,9128.99,46000,9268.13,9318.03,-118.68,-138.1,51.36,10111.94,8424.33
2009-02-04,9201.85,9338.21,9164.16,9226.2,41600,9214.45,9323.32,-107.16,-131.91,46.78,9912.38,8516.51
2009-02-05,9090.88,9247.09,9017.08,9241.56,29600,9152.19,9329.66,-105.78,-126.68,50.92,9609.6,8694.78
2009-02-06,9300.86,9321.38,9160.83,9161.49,28400,9137.89,9346.66,-86.73,-118.69,49.51,9554.11,8721.68
2009-02-09,9583.89,9601.56,9329.3,9359.0,20000,9146.76,9360.03,-48.24,-104.6,54.87,9593.52,8700.0
2009-02-10,9647.47,9724.87,9510.63,9589.95,45000,9173.63,9374.92,-12.47,-86.18,61.17,9672.68,8674.58
2009-02-11,9618.54,9648.39,9459.59,9462.14,37600,9200.99,9393.38,13.39,-66.26,69.47,9735.19,8666.79
2009-02-12,9465.83,9578.99,9445.54,9559.03,33800,9205.76,9402.16,21.32,-48.74,64.34,9747.97,8663.55
2009-02-13,9634.74,9695.59,9540.6,9540.6,30000,9235.16,9413.0,40.77,-30.84,70.85,9804.17,8666.15
2009-02-16,9305.45,9637.04,9279.1,9637.04,37200,9234.25,9422.32,29.27,-18.82,56.54,9802.72,8665.78
2009-02-17,9035.0,9213.4,8994.34,9213.4,28400,9219.52,9428.23,-1.65,-15.39,45.2,9792.84,8646.21
2009-02-18,9015.18,9112.99,8929.62,8939.38,36800,9215.26,9433.59,-27.44,-17.8,45.23,9793.55,8636.96
2009-02-19,9042.63,9111.27,8977.8,9034.9,27400,9228.43,9429.84,-45.14,-23.26,41.16,9776.09,8680.77
2009-02-20,8843.21,8943.78,8762.58,8943.78,28000,9229.9,9427.4,-74.4,-33.49,44.41,9773.02,8686.78
2009-02-24,8822.06,8856.52,8619.22,8707.35,32400,9237.28,9420.59,-98.16,-46.42,41.56,9751.86,8722.7
2009-02-25,8902.56,8995.04,8880.15,8913.44,32200,9232.21,9405.55,-109.24,-58.99,42.39,9758.34,8706.07
2009-02-26,8954.86,8998.31,8788.94,8905.56,37200,9217.08,9391.73,-112.5,-69.69,46.43,9757.37,8676.78
2009-02-27,8891.61,8944.11,8728.66,8944.11,42200,9199.84,9375.76,-118.82,-79.52,38.38,9759.21,8640.48
2009-03-02,8607.08,8762.88,8563.52,8762.88,30200,9158.98,9351.26,-145.12,-92.64,22.29,9766.63,8551.34
2009-03-03,8427.29,8635.2,8393.05,8583.06,35200,9127.01,9320.26,-178.41,-109.79,17.52,9816.83,8437.2
2009-03-04,8446.49,8501.46,8373.24,8473.25,40600,9091.87,9294.89,-200.92,-128.02,18.64,9845.56,8338.19
2009-03-05,8197.92,8535.03,8167.75,8535.03,51400,9041.68,9257.32,-236.11,-149.64,17.73,9892.05,8191.31
2009-03-06,8325.82,8347.1,8047.17,8103.75,52200,9003.42,9221.84,-250.78,-169.86,15.98,9911.36,8095.49
2009-03-09,8160.4,8259.22,8110.1,8259.22,26400,8946.4,9186.48,-272.61,-190.41,17.47,9916.78,7976.02
2009-03-12,8343.75,8439.26,8274.78,8274.78,36200,8884.39,9159.62,-271.98,-206.73,29.34,9841.66,7927.13
2009-03-13,8756.61,8793.21,8480.74,8480.74,49400,8839.85,9143.38,-235.45,-212.47,43.74,9728.03,7951.68
2009-03-16,8943.54,8955.73,8697.46,8793.89,49400,8806.1,9135.67,-189.24,-207.82,47.77,9617.69,7994.52
2009-03-17,8863.82,9024.12,8801.79,8942.01,47200,8776.0,9122.27,-157.24,-197.71,50.49,9526.95,8025.05
2009-03-18,8976.68,9120.4,8951.32,8956.3,45600,8743.1,9107.48,-121.37,-182.44,53.52,9385.44,8100.76
2009-03-19,9001.75,9086.77,8900.39,9023.04,36000,8727.91,9094.57,-89.88,-163.93,52.32,9327.19,8128.63
2009-03-20,8966.68,8999.98,8867.13,8951.34,32800,8724.5,9074.74,-66.99,-144.54,50.28,9317.15,8131.85
2009-03-23,9424.02,9454.69,9040.3,9040.3,43200,8744.94,9057.71,-11.8,-117.99,60.57,9404.26,8085.62
2009-03-24,9471.04,9699.0,9402.64,9549.52,50000,8766.36,9040.41,35.32,-87.33,68.94,9491.0,8041.72
2009-03-25,9667.9,9704.69,9430.45,9442.3,49400,8807.59,9042.03,87.54,-52.36,76.99,9636.94,7978.25
2009-03-26,10003.1,10061.36,9739.93,9739.93,45200,8866.65,9053.97,154.19,-11.05,79.77,9853.55,7879.74
2009-03-27,10048.49,10127.09,9913.4,10036.8,52800,8923.94,9072.73,208.28,32.82,88.38,10043.74,7804.15
2009-03-30,9568.14,9902.35,9521.76,9902.35,41400,8954.61,9082.67,209.96,68.25,72.48,10110.96,7798.26
2009-03-31,9708.5,9826.22,9547.21,9633.21,53000,8995.45,9089.43,220.08,98.61,78.27,10199.17,7791.73
2009-04-01,9901.99,9921.96,9546.29,9745.77,45800,9060.2,9106.54,240.94,127.08,78.35,10314.21,7806.18
2009-04-02,10348.83,10431.98,10107.25,10107.25,64600,9156.27,9127.04,290.18,159.7,78.61,10497.52,7815.02
2009-04-06,10534.87,10654.89,10410.44,10521.78,53800,9260.69,9151.15,340.3,195.82,78.6,10691.46,7829.93
2009-04-08,10742.34,10778.11,10173.0,10283.58,56400,9387.91,9183.98,392.23,235.1,82.28,10872.27,7903.56
2009-04-09,10803.86,10929.33,10655.96,10876.15,58400,9511.82,9224.48,433.36,274.75,81.97,11036.05,7987.58
2009-04-13,10967.22,11069.54,10800.84,10916.43,43000,9652.16,9267.54,473.67,314.54,82.8,11169.33,8134.99
2009-04-15,11284.73,11337.75,10719.18,10805.14,70200,9799.21,9319.75,525.19,356.67,85.35,11352.09,8246.32
2009-04-16,10947.4,11362.31,10900.47,11358.06,60200,9908.75,9358.62,532.66,391.87,74.11,11461.05,8356.44
2009-04-17,11023.09,11339.47,10946.25,11067.71,53600,10012.72,9393.93,538.48,421.19,74.35,11571.38,8454.06
2009-04-20,10979.5,11209.66,10863.28,11065.1,43200,10118.51,9428.79,533.42,443.63,71.61,11635.47,8601.54
2009-04-21,10898.11,11068.82,10764.08,10765.39,45000,10214.58,9458.27,516.89,458.28,66.1,11669.16,8760.0
2009-04-22,10817.54,11036.24,10715.66,10968.6,39000,10305.37,9493.29,491.62,464.95,63.66,11664.76,8945.97
2009-04-23,11134.99,11200.86,10758.97,10841.57,41800,10413.78,9533.0,491.54,470.27,79.53,11665.22,9162.35
2009-04-24,11329.05,11362.88,11070.33,11149.47,44600,10509.03,9575.55,501.36,476.49,79.94,11732.97,9285.1
2009-04-27,11371.85,11492.1,11176.55,11237.42,52400,10604.08,9621.17,506.75,482.54,78.76,11783.0,9425.15
2009-04-28,11001.75,11371.34,10961.76,11371.34,47600,10670.77,9655.18,475.68,481.17,63.17,11775.27,9566.26
2009-04-29,11403.25,11430.25,11091.56,11091.56,40400,10740.78,9691.57,477.94,480.52,66.11,11844.59,9636.96
2009-05-04,12134.75,12160.32,11635.24,11635.24,46400,10845.09,9741.32,532.62,490.94,71.63,12061.96,9628.22
2009-05-05,12131.08,12197.88,11985.88,12159.74,48400,10973.24,9791.57,569.1,506.57,71.0,12163.41,9783.06
2009-05-06,11952.75,12272.04,11899.41,12100.69,49200,11085.45,9841.31,576.97,520.65,65.52,12193.93,9976.97
2009-05-07,12116.94,12143.95,11981.13,12064.51,47800,11196.2,9890.95,589.65,534.45,63.77,12247.97,10144.42
2009-05-08,11876.43,12180.07,11765.06,12092.97,55200,11272.58,9942.37,573.69,542.3,65.88,12286.44,10258.71
2009-05-11,11682.99,12026.6,11621.3,11997.37,36000,11329.98,9995.33,539.21,541.68,60.84,12296.9,10363.06
2009-05-12,12158.03,12194.63,11625.39,11629.97,40000,11400.77,10058.19,543.95,542.13,66.96,12393.48,10408.05
2009-05-13,12019.65,12256.43,11934.44,12201.93,217600,11461.56,10117.73,530.42,539.79,65.88,12449.26,10473.85
2009-05-14,11872.91,11935.86,11695.52,11774.04,39000,11506.84,10178.32,502.07,532.25,64.67,12482.08,10531.6
2009-05-15,12173.42,12218.98,11948.7,11948.7,35000,11551.27,10245.35,498.11,525.42,64.5,12564.16,10538.39
2009-05-18,14284.21,14284.21,13479.39,13479.39,800,11718.11,10352.98,657.72,551.88,76.88,13268.72,10167.51
2009-05-19,14302.03,14930.54,13840.83,14757.82,89400,11882.06,10459.92,776.69,596.84,76.77,13778.14,9985.98
2009-05-20,14060.66,14405.51,13976.49,14230.73,51000,12036.12,10563.3,841.8,645.83,78.62,14115.28,9956.96
2009-05-21,13736.54,14089.51,13704.43,14043.38,44800,12178.04,10665.89,857.36,688.14,72.15,14316.77,10039.31
2009-05-22,13887.15,13936.93,13611.3,13663.54,39400,12331.52,10775.09,871.79,724.87,68.7,14499.53,10163.51
2009-05-25,13913.22,14027.6,13819.78,13999.44,37400,12470.43,10884.43,875.25,754.94,68.93,14671.41,10269.46
2009-05-26,13589.23,13991.46,13524.93,13983.26,37800,12583.44,10992.25,842.13,772.38,66.86,14769.71,10397.17
2009-05-27,14109.64,14122.78,13848.15,13851.85,47000,12720.33,11107.93,848.11,787.53,69.12,14929.9,10510.76
2009-05-28,14296.01,14376.34,14080.98,14139.14,42600,12885.04,11230.64,857.99,801.62,73.47,15045.8,10724.29
2009-05-29,14625.25,14726.6,14384.76,14384.76,45200,13046.14,11356.27,882.22,817.74,77.8,15222.12,10870.17
2009-06-01,14840.63,14906.81,14658.01,14790.89,44200,13181.44,11477.95,908.33,835.86,76.66,15453.19,10909.69
2009-06-02,14874.91,14994.22,14608.23,14942.21,43800,13318.63,11596.58,921.17,852.92,78.97,15653.82,10983.44
2009-06-03,14870.9,15045.88,14734.9,14902.62,43000,13464.54,11716.72,920.41,866.42,81.33,15805.05,11124.03
2009-06-04,15008.68,15026.03,14601.91,14755.08,39200,13609.12,11837.36,920.32,877.2,80.67,15956.38,11261.87
2009-06-05,15103.55,15257.3,14994.05,15040.24,36800,13770.48,11959.4,917.33,885.22,65.72,16059.17,11481.79
2009-06-08,14665.92,15184.87,14604.23,15153.21,31400,13919.63,12073.38,869.62,882.1,56.01,16016.26,11823.0
2009-06-09,15127.0,15159.27,14526.69,14618.98,51600,14068.08,12187.44,859.11,877.5,66.43,16057.21,12078.94
2009-06-10,15466.81,15580.81,15168.18,15168.18,42400,14240.43,12307.36,868.2,875.64,76.53,16073.48,12407.38
2009-06-11,15411.47,15568.74,15242.19,15517.36,42000,14417.36,12422.23,861.0,872.71,74.07,15946.07,12888.66
2009-06-12,15237.94,15600.3,15174.28,15446.82,40600,14570.59,12526.92,831.72,864.52,69.99,15719.41,13421.77
2009-06-15,14875.52,15261.03,14808.09,15195.83,34600,14600.15,12623.46,770.38,845.69,69.19,15748.37,13451.93
2009-06-16,14957.91,15022.19,14621.97,14788.27,32000,14632.95,12731.26,720.12,820.57,64.55,15782.78,13483.11
2009-06-17,14522.84,14995.66,14447.93,14978.5,35400,14656.06,12827.55,637.83,784.02,53.59,15775.64,13536.47
2009-06-18,14265.53,14630.73,14188.25,14503.05,75800,14682.51,12914.82,545.56,736.33,44.18,15733.52,13631.49
2009-06-19,14521.89,14559.08,14179.77,14321.98,37400,14714.24,12998.28,487.5,686.56,44.91,15700.47,13728.01
2009-06-22,14326.22,14668.4,14269.77,14591.28,31600,14734.89,13074.11,420.85,633.42,41.67,15666.27,13803.51
2009-06-23,14324.01,14394.19,14016.95,14147.87,35600,14771.63,13145.74,363.66,579.47,41.69,15559.67,13983.6
2009-06-24,14422.73,14479.82,14207.02,14388.21,30600,14787.29,13218.12,322.58,528.09,40.99,15531.15,14043.42
2009-06-25,14345.62,14578.46,14261.14,14476.15,29600,14789.77,13285.68,280.57,478.59,38.28,15527.04,14052.5
2009-06-26,14764.64,14781.94,14373.57,14373.57,32400,14796.74,13355.28,277.88,438.45,51.53,15530.08,14063.39
2009-06-29,14785.74,14955.55,14685.45,14764.64,26600,14793.99,13432.05,274.3,405.62,43.85,15527.06,14060.93
2009-06-30,14493.84,14907.48,14420.41,14785.74,35200,14774.94,13501.46,245.07,373.51,32.17,15518.88,14031.0
2009-07-01,14645.47,14727.49,14355.52,14493.84,28800,14763.67,13574.78,231.48,345.1,36.44,15508.31,14019.02
2009-07-02,14658.49,14764.35,14469.69,14694.31,31200,14746.16,13649.99,219.23,319.93,39.12,15482.97,14009.34
2009-07-03,14913.05,14945.85,14499.74,14552.72,29000,14736.63,13731.9,227.45,301.43,50.73,15458.77,14014.49
2009-07-06,14043.4,15097.87,13959.44,14962.12,43400,14705.51,13790.07,161.91,273.53,36.32,15491.34,13919.67
2009-07-07,14170.45,14251.88,14000.68,14103.65,35800,14657.68,13846.9,118.86,242.59,44.2,15451.89,13863.47
2009-07-08,13769.15,14039.58,13701.76,14039.58,37600,14572.8,13894.84,51.76,204.43,42.19,15365.77,13779.82
2009-07-09,13757.46,13879.18,13643.97,13796.19,28400,14490.1,13949.96,-2.33,163.08,36.98,15259.43,13720.76
2009-07-10,13504.22,13897.19,13418.39,13803.12,27800,14403.41,13991.98,-64.88,117.49,36.26,15207.85,13598.97
2009-07-13,13400.32,13461.68,13219.99,13405.95,24600,14329.65,14017.29,-121.44,69.7,35.07,15217.97,13441.32
2009-07-14,13853.7,13903.48,13549.42,13549.42,23800,14274.44,14051.74,-128.2,30.12,41.75,15135.18,13413.7
2009-07-15,14253.24,14299.54,13891.04,13917.27,27200,14260.96,14097.75,-100.17,4.06,48.78,15113.73,13408.19
2009-07-16,14250.25,14493.1,14169.58,14351.97,35000,14260.19,14140.42,-77.3,-12.21,42.33,15112.98,13407.41
2009-07-17,14744.92,14800.7,14250.25,14325.58,37600,14271.35,14197.79,-19.04,-13.58,49.47,15144.13,13398.56
2009-07-20,15191.01,15209.36,14854.17,14854.17,34800,14314.59,14267.95,62.41,1.62,58.75,15279.63,13349.54
2009-07-21,15062.49,15234.21,14955.88,15218.83,35000,14351.51,14326.04,115.25,24.35,55.27,15372.94,13330.08
2009-07-22,14843.12,15369.42,14786.58,15124.92,41800,14372.53,14382.51,137.85,47.05,52.22,15417.17,13327.89
2009-07-23,15231.04,15264.84,14843.12,15008.78,55200,14416.8,14449.67,184.92,74.62,53.7,15529.47,13304.13
2009-07-24,15378.96,15418.61,15168.52,15272.01,43200,14447.52,14513.78,231.49,106.0,68.67,15632.2,13262.83
2009-07-27,15375.04,15463.09,15228.46,15350.89,36600,14476.98,14535.6,265.03,137.8,67.44,15724.72,13229.24
2009-07-28,15331.94,15463.46,15240.53,15428.5,40800,14518.89,14556.19,284.85,167.21,75.24,15823.99,13213.79
2009-07-29,15173.46,15379.43,14888.41,15293.19,39000,14545.29,14578.45,284.49,190.67,71.83,15882.14,13208.43
2009-07-30,15387.96,15409.91,15065.48,15169.23,30400,14581.76,14611.48,298.08,212.15,79.39,15970.42,13193.1
2009-07-31,15670.31,15732.81,15449.47,15449.47,34000,14619.62,14647.14,327.85,235.29,83.55,16085.47,13153.78
2009-08-03,15924.23,15963.36,15608.4,15694.78,32400,14713.66,14687.36,367.69,261.77,82.52,16262.82,13164.51
2009-08-04,15830.98,16002.46,15699.13,15940.1,43400,14796.69,14732.2,387.28,286.87,77.42,16400.29,13193.09
2009-08-05,15903.83,15973.1,15695.11,15882.39,29600,14903.42,14768.08,404.03,310.3,78.06,16503.22,13303.63
2009-08-06,15514.03,15969.81,15443.22,15881.47,37800,14991.25,14792.44,381.45,324.53,63.53,16517.33,13465.18
2009-08-07,15160.24,15501.94,15104.0,15440.95,33200,15074.05,14803.14,331.19,325.86,49.44,16430.71,13717.4
2009-08-10,15009.77,15417.34,14902.02,15287.14,37200,15154.53,14806.52,276.03,315.9,49.05,16261.03,14048.02
2009-08-11,15074.59,15218.65,14864.23,15000.38,31000,15215.57,14810.52,234.84,299.69,54.42,16139.56,14291.58
2009-08-12,15020.16,15043.62,14701.05,14953.44,34000,15253.92,14813.5,195.55,278.86,45.38,16066.72,14441.11
2009-08-13,15518.49,15545.13,15207.96,15207.96,28800,15317.33,14823.7,202.3,263.55,52.65,15985.45,14649.21
2009-08-14,15411.63,15535.47,15367.61,15530.38,28600,15350.66,14829.86,196.75,250.19,50.67,15962.7,14738.62
2009-08-17,14784.92,15411.63,14740.63,15284.23,25600,15330.36,14832.24,140.17,228.18,41.76,15989.81,14670.91
2009-08-18,15035.26,15134.51,14740.26,14745.8,29200,15329.0,14830.41,114.21,205.39,47.98,15990.88,14667.11
2009-08-19,14809.64,15096.94,14684.45,15079.04,26600,15327.32,14817.26,74.57,179.23,41.55,15994.53,14660.12
2009-08-20,15012.32,15145.0,14928.18,14930.05,16800,15316.39,14809.28,58.84,155.15,40.16,15997.27,14635.5
2009-08-21,15240.83,15275.17,14835.08,14951.49,21400,15309.48,14809.34,64.07,136.93,39.7,15990.49,14628.47
2009-08-24,15628.75,15676.35,15362.93,15362.93,19800,15322.17,14824.4,98.38,129.22,47.2,16017.62,14626.71
2009-08-25,15688.47,15735.32,15423.39,15573.91,29200,15339.99,14839.01,128.9,129.16,47.01,16054.52,14625.47
2009-08-26,15769.85,15831.49,15695.94,15763.09,20000,15369.81,14863.95,157.84,134.9,53.89,16104.57,14635.06
2009-08-27,15781.07,15853.71,15685.49,15711.8,18600,15389.47,14894.26,179.61,143.84,60.53,16146.95,14631.99
2009-08-28,15922.34,15957.67,15663.35,15770.19,30400,15402.07,14922.27,205.89,156.25,65.52,16187.11,14617.03
2009-08-31,15666.64,15821.35,15589.8,15812.15,25600,15389.19,14949.08,203.73,165.75,59.46,16146.1,14632.28
2009-09-01,15551.19,15923.09,15475.28,15691.27,26800,15375.2,14973.63,190.51,170.7,58.32,16107.68,14642.72
2009-09-02,15467.46,15628.1,15392.68,15482.05,23600,15353.38,14994.52,171.31,170.82,49.08,16044.39,14662.38
2009-09-03,15398.33,15598.18,15356.72,15539.34,22000,15347.6,15015.57,148.79,166.41,49.76,16034.86,14660.33
2009-09-04,15689.12,15740.83,15358.94,15425.86,30800,15374.04,15034.06,152.65,163.66,68.81,16071.58,14676.51
2009-09-07,16016.32,16035.5,15793.27,15793.27,25000,15424.37,15058.68,180.04,166.94,69.78,16155.67,14693.07
2009-09-08,16123.67,16232.16,16030.56,16030.56,35000,15476.82,15091.27,208.01,175.15,77.82,16251.69,14701.96
2009-09-09,16183.55,16215.74,16044.77,16111.09,30600,15534.99,15122.03,232.32,186.59,76.39,16339.61,14730.37
2009-09-10,16216.86,16434.77,16166.42,16295.92,30000,15569.91,15153.2,251.39,199.55,74.11,16430.2,14709.62
2009-09-11,16264.3,16337.98,16130.32,16254.57,28200,15612.54,15180.23,267.24,213.09,68.88,16522.87,14702.22
2009-09-14,16214.19,16252.18,16119.95,16185.26,23600,15684.01,15223.64,272.62,224.99,65.7,16543.77,14824.25
2009-09-15,16454.45,16477.23,16255.42,16255.42,19600,15754.97,15269.32,292.89,238.57,68.68,16623.5,14886.44
2009-09-16,16677.04,16700.56,16498.59,16498.59,30200,15848.34,15327.48,323.2,255.5,71.91,16690.06,15006.62
2009-09-17,16711.11,16820.02,16636.55,16686.38,44200,15933.28,15386.55,345.97,273.59,70.36,16762.55,15104.01
2009-09-18,16741.3,16765.03,16610.05,16650.05,28000,16008.3,15451.29,362.28,291.33,81.4,16845.26,15171.34
2009-09-22,16886.43,16943.49,16763.78,16805.22,22800,16071.18,15521.02,382.51,309.57,88.34,16974.43,15167.94
2009-09-23,16719.5,16905.58,16683.78,16905.5,48400,16122.74,15578.33,380.68,323.79,84.31,17051.35,15194.12
2009-09-24,16781.43,16834.1,16494.92,16634.08,24600,16173.31,15628.9,379.85,335.0,88.06,17130.75,15215.88
2009-09-25,16693.0,16812.02,16613.22,16679.99,20400,16218.91,15677.75,367.82,341.57,81.08,17184.51,15253.31
2009-09-29,16852.91,16907.84,16802.8,16829.11,16000,16265.44,15719.91,366.96,346.64,78.9,17260.11,15270.77
2009-09-30,17126.84,17142.52,16868.46,16868.46,20600,16338.45,15758.63,383.95,354.1,81.08,17362.0,15314.9
2009-10-01,17134.55,17195.61,17059.36,17186.2,28000,16417.62,15800.07,393.5,361.98,80.44,17429.65,15405.58
2009-10-05,16866.41,17062.01,16835.8,17062.01,24800,16487.57,15840.53,375.11,364.61,68.08,17412.74,15562.39
2009-10-06,16958.54,16988.56,16622.05,16879.38,50200,16565.58,15875.08,363.78,364.44,68.85,17357.57,15773.58
2009-10-07,16806.66,17120.56,16764.07,17069.42,32800,16621.45,15903.64,338.64,359.28,65.24,17303.09,15939.82
